Window,Num threads,Num Variables,Num locks,Num unique good writes,Estimate Cost,Estimate Time Taken,Num mmaps,Max stack size,Max seen size,Node explored,Node seen before,Time taken (sec),Window result,Window Size
19,1,6,0,6,1464,0.216,24,1,60,1464,0,0.236,true,60
20,1,4,0,4,1464,0.213,24,1,60,1464,0,0.233,true,60
21,1,5,0,5,1464,0.218,24,1,60,1464,0,0.237,true,60
22,1,4,0,4,1464,0.218,24,1,60,1464,0,0.238,true,60
23,2,15,1,16,3491.52,0.219,24,20,1001,24048,941,0.694,true,60
24,2,21,1,22,13039.9,0.22,24,44,1573,37776,1449,0.966,true,60
25,2,19,1,19,1477.2,0.218,24,5,233,5616,173,0.323,true,60
26,1,14,1,18,1464,0.22,24,1,60,1464,0,0.241,true,60
27,1,11,1,11,552,0.087,24,1,22,552,0,0.096,true,60
0,3,25,1,23,271.16,0.142,1,40,35523,35524,33851,0.81,true,70
1,1,11,1,17,1704,0.28,24,1,70,1704,0,0.305,true,70
2,1,12,1,17,1704,0.249,24,1,70,1704,0,0.273,true,70
3,3,25,1,30,19046.9,0.256,24,56,2837,68112,3186,1.688,true,70
4,1,12,1,18,1704,0.257,24,1,70,1704,0,0.281,true,70
5,2,13,1,18,5642.16,0.241,24,39,1466,35208,1100,0.91,true,70
6,1,13,1,18,1704,0.256,24,1,70,1704,0,0.281,true,70
7,2,15,1,20,8362.08,0.262,24,39,1500,36024,1188,0.954,true,70
8,1,14,1,15,1704,0.257,24,1,70,1704,0,0.282,true,70
9,2,17,1,22,6376.8,0.259,24,29,1481,35568,1223,0.945,true,70
10,2,17,1,21,359.28,0.06,24,11,484,11640,354,0.28,true,70
11,1,16,1,17,1704,0.255,24,1,70,1704,0,0.28,true,70
12,2,20,1,20,11292.5,0.248,24,51,1843,44256,1621,1.13,true,70
13,2,21,1,24,2427.36,0.255,24,11,651,15648,581,0.561,true,70
14,1,16,1,20,1704,0.258,24,1,70,1704,0,0.282,true,70
15,2,15,1,15,7300.8,0.255,24,30,1651,39648,1581,1.023,true,70
16,1,7,0,7,1704,0.251,24,1,70,1704,0,0.274,true,70
17,1,5,0,5,1704,0.25,24,1,70,1704,0,0.272,true,70
18,1,6,0,6,1704,0.248,24,1,70,1704,0,0.272,true,70
19,2,9,0,9,4227.84,0.251,24,21,1201,28848,1131,0.797,true,70
20,1,18,1,21,1704,0.254,24,1,70,1704,0,0.279,true,70
21,2,19,1,20,1989.12,0.255,24,8,529,12720,459,0.5,true,70
22,2,24,1,26,9286.08,0.257,24,36,1873,44976,1803,1.172,true,70
23,1,13,1,14,792,0.123,24,1,32,792,0,0.135,true,70
0,3,25,1,25,503.37,0.174,1,60,52058,52059,49090,1.171,true,80
1,1,13,1,18,1944,0.339,24,1,80,1944,0,0.366,true,80
2,3,25,1,35,19948.8,0.311,24,57,15828,379896,28642,10.386,true,80
3,1,13,1,22,1944,0.284,24,1,80,1944,0,0.312,true,80
4,2,16,1,20,1301.76,0.114,24,25,1071,25728,779,0.592,true,80
5,1,16,1,21,1944,0.288,24,1,80,1944,0,0.316,true,80
6,2,16,1,24,9813.84,0.291,24,35,1794,43080,1410,1.103,true,80
7,1,16,1,17,1944,0.286,24,1,80,1944,0,0.314,true,80
8,2,20,1,27,4932.48,0.29,24,21,874,21000,790,0.697,true,80
9,2,18,1,22,16215.8,0.255,24,50,2170,52104,1794,1.248,true,80
10,2,20,1,20,1944,0.284,24,3,159,3840,79,0.349,true,80
11,1,18,1,23,1944,0.289,24,1,80,1944,0,0.317,true,80
12,2,25,1,26,8216.64,0.288,24,30,1600,38424,1518,1.04,true,80
13,2,17,1,16,22462.1,0.287,24,50,2751,66048,2671,1.574,true,80
14,1,8,0,8,1944,0.288,24,1,80,1944,0,0.315,true,80
15,1,5,0,5,1944,0.277,24,1,80,1944,0,0.303,true,80
16,1,6,0,6,1944,0.278,24,1,80,1944,0,0.304,true,80
17,2,16,1,17,33740.2,0.287,24,60,3001,72048,2921,1.701,true,80
18,2,25,1,25,43201.9,0.294,24,67,2693,64656,2469,1.572,true,80
19,2,25,1,27,50213.8,0.293,24,68,2667,64032,2450,1.539,true,80
20,1,15,1,17,1032,0.154,24,1,42,1032,0,0.17,true,80
0,3,25,1,26,723.48,0.209,1,63,68168,68169,63616,1.51,true,90
1,1,15,1,22,2184,0.391,24,1,90,2184,0,0.422,true,90
2,3,25,1,35,202563,0.326,24,116,71095,1706304,115450,44.863,true,90
3,1,15,1,23,2184,0.327,24,1,90,2184,0,0.358,true,90
4,2,17,1,23,16936.3,0.332,24,33,2143,51456,1633,1.311,true,90
5,2,17,1,22,4612.8,0.329,24,16,919,22080,649,0.742,true,90
6,1,18,1,20,2184,0.326,24,1,90,2184,0,0.357,true,90
7,2,21,1,28,9850.56,0.33,24,29,2081,49968,1723,1.306,true,90
8,2,21,1,24,29261,0.325,24,63,2898,69576,2448,1.693,true,90
9,2,23,1,24,3654,0.165,24,32,2170,52104,1874,1.183,true,90
10,2,25,1,29,10505.3,0.327,24,25,1874,45000,1664,1.204,true,90
11,2,23,1,25,9354.24,0.328,24,31,2251,54048,2161,1.419,true,90
12,1,11,0,11,2184,0.319,24,1,90,2184,0,0.348,true,90
13,1,6,0,6,2184,0.317,24,1,90,2184,0,0.346,true,90
14,1,7,0,7,2184,0.318,24,1,90,2184,0,0.348,true,90
15,2,16,1,17,92894.4,0.331,24,80,4001,96048,3911,2.274,true,90
16,2,25,1,26,57222.7,0.333,24,67,3205,76944,2935,1.858,true,90
17,2,25,1,30,34476.5,0.332,24,53,2891,69408,2694,1.711,true,90
18,1,11,1,11,552,0.09,24,1,22,552,0,0.098,true,90
0,3,25,1,27,969.88,0.246,1,63,83797,83798,77373,1.845,true,100
1,1,16,1,23,2424,0.442,24,1,100,2424,0,0.477,true,100
2,3,25,1,34,79709.8,0.362,24,83,39688,952536,61203,24.458,true,100
3,2,18,1,24,1365.12,0.123,24,18,1393,33456,993,0.754,true,100
4,1,18,1,23,2424,0.363,24,1,100,2424,0,0.397,true,100
5,2,22,1,25,18971.5,0.368,24,50,2919,70080,2417,1.728,true,100
6,2,22,1,27,37646.4,0.361,24,74,3465,83184,2895,1.985,true,100
7,2,22,1,27,13879,0.263,24,54,3112,74712,2568,1.726,true,100
8,2,25,1,26,5008.32,0.178,24,41,2531,60768,2193,1.362,true,100
9,2,25,1,30,7753.92,0.196,24,41,2981,71568,2681,1.611,true,100
10,2,23,1,25,82944,0.369,24,71,4551,109248,4451,2.588,true,100
11,1,11,0,10,2424,0.358,24,1,100,2424,0,0.39,true,100
12,1,7,0,7,2424,0.352,24,1,100,2424,0,0.385,true,100
13,2,11,0,11,6436.8,0.355,24,21,1801,43248,1701,1.181,true,100
14,2,25,1,29,12645.8,0.209,24,48,3033,72816,2769,1.669,true,100
15,2,25,1,30,85346.2,0.351,24,72,3763,90336,3410,2.139,true,100
16,1,15,1,17,1032,0.161,24,1,42,1032,0,0.176,true,100
0,3,25,1,27,1010.36,0.274,1,63,98716,98717,89964,2.168,true,110
1,2,23,1,31,5652.48,0.487,24,17,1633,39216,1523,1.248,true,110
2,2,25,1,33,15494.4,0.398,24,34,3027,72672,2752,1.807,true,110
3,2,20,1,27,50719.9,0.373,24,64,3444,82680,2646,1.931,true,110
4,2,20,1,26,7284,0.385,24,26,2226,53448,1716,1.384,true,110
5,2,25,1,27,562.56,0.087,24,18,1329,31920,1079,0.685,true,110
6,2,25,1,30,113.76,0.057,24,11,776,18648,566,0.4,true,110
7,2,25,1,28,2664,0.383,24,2,218,5256,108,0.471,true,110
8,2,25,1,32,14161.2,0.388,24,23,2170,52104,1904,1.389,true,110
9,2,25,1,27,105349,0.387,24,71,5251,126048,5141,2.892,true,110
10,1,12,0,11,2664,0.372,24,1,110,2664,0,0.407,true,110
11,1,7,0,7,2664,0.368,24,1,110,2664,0,0.404,true,110
12,2,16,1,18,171497,0.392,24,81,5601,134448,5491,3.059,true,110
13,2,25,1,30,167696,0.396,24,79,4217,101232,3845,2.381,true,110
14,2,25,1,29,16020.5,0.361,24,36,3025,72624,2923,1.809,true,110
0,3,25,1,28,1407.54,0.329,1,63,113046,113047,101606,2.541,true,120
1,3,25,1,41,28659.8,0.562,24,50,24105,578544,43443,16.048,true,120
2,1,19,1,31,2904,0.431,24,1,120,2904,0,0.472,true,120
3,2,23,1,30,21521.3,0.437,24,33,3208,77016,2470,1.915,true,120
4,2,25,1,31,55725.1,0.443,24,75,4329,103920,3535,2.485,true,120
5,2,25,1,33,63027.6,0.44,24,75,4830,115944,4048,2.744,true,120
6,2,25,1,28,73257.4,0.437,24,72,4779,114720,4061,2.709,true,120
7,2,25,1,31,59843.5,0.441,24,64,4186,100488,3684,2.445,true,120
8,3,25,1,29,113174,0.434,24,89,88283,2118816,170612,57.22,true,120
9,1,13,0,12,2904,0.394,24,1,120,2904,0,0.433,true,120
10,1,8,0,8,2904,0.394,24,1,120,2904,0,0.432,true,120
11,2,18,1,19,356242,0.41,24,101,7001,168048,6881,3.768,true,120
12,3,25,1,29,77592.2,0.419,24,75,19548,469176,33516,12.209,true,120
13,1,24,1,28,1992,0.282,24,1,82,1992,0,0.31,true,120
0,3,25,1,29,1411.42,0.34,1,63,126782,126783,112367,2.733,true,130
1,3,25,1,41,40020,0.381,24,94,114871,2756928,188357,72.851,true,130
2,2,24,1,32,113.76,0.052,24,6,690,16584,474,0.353,true,130
3,1,22,1,30,3144,0.449,24,1,130,3144,0,0.494,true,130
4,2,25,1,29,8096.64,0.453,24,14,1802,43272,1447,1.259,true,130
5,3,25,1,33,4258.56,0.16,24,22,3916,94008,4915,2.218,true,130
6,2,25,1,29,23755,0.27,24,51,4146,99528,3629,2.2,true,130
7,2,25,1,34,355142,0.458,24,109,5343,128256,4787,2.977,true,130
8,2,23,1,22,42796.8,0.456,24,50,5251,126048,5121,2.976,true,130
9,1,9,0,9,3144,0.438,24,1,130,3144,0,0.481,true,130
10,2,17,1,18,200268,0.455,24,81,7201,172848,7071,3.942,true,130
11,3,25,1,31,197097,0.46,24,87,22705,544944,38793,14.367,true,130
12,1,24,1,28,1992,0.289,24,1,82,1992,0,0.317,true,130
0,3,25,1,30,1764.63,0.399,1,63,139902,139903,122222,3.141,true,140
1,3,25,1,42,601633,0.669,24,111,179740,4313784,285973,113.009,true,140
2,2,24,1,33,9805.2,0.242,24,43,4315,103584,3287,2.206,true,140
3,2,25,1,32,20396.2,0.49,24,41,4226,101448,3366,2.446,true,140
4,2,25,1,32,97350.2,0.355,24,81,5786,138888,4879,3.069,true,140
5,2,25,1,31,279013,0.495,24,103,6395,153504,5421,3.506,true,140
6,3,25,1,32,189034,0.496,24,84,58312,1399512,105623,37.808,true,140
7,2,25,1,30,917141,0.491,24,111,8522,204552,8366,4.623,true,140
8,1,11,0,11,3384,0.474,24,1,140,3384,0,0.52,true,140
9,2,14,0,14,8642.88,0.47,24,21,2601,62448,2461,1.656,true,140
10,2,25,1,33,429718,0.5,24,102,5355,128544,4869,3.019,true,140
11,2,25,1,29,15672,0.36,24,36,3025,72624,2923,1.777,true,140
0,3,25,1,31,1764.19,0.415,1,63,152349,152350,131117,3.343,true,150
1,3,25,1,41,1.51416e+06,0.712,24,132,229760,5514264,358415,144.409,true,150
2,2,25,1,35,188582,0.527,24,79,6722,161352,5187,3.664,true,150
3,2,25,1,34,209685,0.49,24,95,7096,170328,5800,3.83,true,150
4,2,25,1,37,108458,0.533,24,75,6018,144456,5040,3.352,true,150
5,3,25,1,33,37134.5,0.3,24,50,84767,2034432,147799,55.019,true,150
6,2,25,1,36,1.57118e+06,0.547,24,110,6012,144312,5392,3.458,true,150
7,2,23,1,22,16982.4,0.528,24,30,4051,97248,3901,2.488,true,150
8,1,10,0,10,3624,0.526,24,1,150,3624,0,0.576,true,150
9,3,25,1,29,2.5588e+06,0.393,24,173,354045,8497104,675363,247.277,true,150
10,2,25,1,34,665523,0.526,24,103,5533,132816,5080,3.224,true,150
0,3,25,1,31,2114.76,0.489,1,63,163845,163846,138629,3.743,true,160
1,3,25,1,40,3.36607e+06,0.773,24,122,256328,6151896,387751,167.177,true,160
2,2,25,1,36,254896,0.61,24,90,7511,180288,5923,4.369,true,160
3,2,25,1,35,117178,0.606,24,75,5880,141144,4763,3.538,true,160
4,3,25,1,37,99541.4,0.366,24,72,72375,1737024,127286,50.178,true,160
5,2,25,1,34,1.51511e+06,0.611,24,125,6850,164424,5995,4.11,true,160
6,3,25,1,30,1.28394e+07,0.608,24,169,288633,6927216,563761,206.106,true,160
7,1,12,0,12,3864,0.563,24,1,160,3864,0,0.617,true,160
8,2,21,1,21,904252,0.58,24,101,11001,264048,10841,6.282,true,160
9,3,25,1,35,2.3549e+06,0.524,24,160,266048,6385176,487007,181.887,true,160
10,1,15,1,17,1032,0.156,24,1,42,1032,0,0.172,true,160
0,3,25,1,32,2457.74,0.48,1,63,174824,174825,145264,3.694,true,170
1,3,25,1,41,1.68867e+06,0.778,24,127,269657,6471792,397595,165.647,true,170
2,2,25,1,37,95004.5,0.584,24,67,6268,150456,4798,3.302,true,170
3,3,25,1,36,66710.4,0.35,24,76,130184,3124440,214196,82.432,true,170
4,2,25,1,34,1.63496e+06,0.586,24,124,7850,188424,6626,4.275,true,170
5,3,25,1,37,2.10498e+06,0.506,24,133,236124,5667000,420654,154.027,true,170
6,2,25,1,27,520182,0.584,24,90,10932,262392,10752,6.112,true,170
7,1,11,0,11,4104,0.58,24,1,170,4104,0,0.635,true,170
8,3,25,1,32,2.35394e+07,0.565,24,199,429102,10298472,814707,293.805,true,170
9,2,25,1,31,47887.7,0.389,24,53,3683,88416,3464,2.125,true,170
0,3,25,1,33,2597.11,0.537,1,63,185047,185048,150831,3.914,true,180
1,3,25,1,41,813578,0.814,24,120,234491,5627808,335956,138.602,true,180
2,3,25,1,39,91065.4,0.612,24,48,50607,1214592,72884,30.258,true,180
3,2,25,1,38,1.02873e+06,0.529,24,107,7636,183288,6445,4.138,true,180
4,3,25,1,38,176825,0.398,24,114,180960,4343064,309041,116.104,true,180
5,3,25,1,38,7.7424e+06,0.63,24,179,256976,6167448,480492,170.764,true,180
6,1,16,0,15,4344,0.597,24,1,180,4344,0,0.655,true,180
7,2,22,1,22,1.23672e+06,0.613,24,101,13001,312048,12821,7.031,true,180
8,3,25,1,37,1.99435e+07,0.624,24,186,312877,7509072,574666,204.919,true,180
9,1,11,1,11,552,0.085,24,1,22,552,0,0.093,true,180
0,3,25,1,33,2816.92,0.55,1,63,194467,194468,155307,4.136,true,190
1,3,25,1,40,598684,0.885,24,104,170432,4090392,242290,101.333,true,190
2,3,25,1,37,121578,0.656,24,66,28130,675144,44484,17.534,true,190
3,2,25,1,39,2.19802e+06,0.655,24,125,8250,198024,6961,4.553,true,190
4,3,25,1,38,2.64114e+06,0.619,24,116,90905,2181744,163144,58.467,true,190
5,3,25,1,35,3.53594e+08,0.656,24,248,486479,11675520,931935,325.13,true,190
6,1,14,0,14,4584,0.65,24,1,190,4584,0,0.712,true,190
7,3,25,1,31,4.58445e+08,0.601,24,275,778136,18675288,1482328,541.676,true,190
8,2,25,1,31,151373,0.469,24,68,4437,106512,4120,2.686,true,190
0,3,25,1,33,2696.44,0.584,1,63,203000,203001,158608,4.241,true,200
1,4,25,1,40,112612,0.493,24,111,1453364,34880760,2840430,1068.54,true,200
2,2,25,1,41,316043,0.564,24,101,9022,216552,7337,4.866,true,200
3,3,25,1,42,430753,0.49,24,120,279023,6696576,453904,180.794,true,200
4,3,25,1,38,479767,0.427,24,189,278057,6673392,487371,186.533,true,200
5,2,25,1,29,7.68925e+06,0.729,24,130,14407,345792,14180,8.177,true,200
6,2,17,0,16,13055.5,0.711,24,21,3801,91248,3601,2.567,true,200
7,3,25,1,40,5.7404e+07,0.628,24,206,330948,7942776,600297,225.46,true,200
8,1,15,1,17,1032,0.161,24,1,42,1032,0,0.177,true,200
0,3,25,1,33,3049.34,6.763,1,63,203000,203001,158608,11.209,true,200
1,4,25,1,40,114312,3.36,24,111,1453364,34880760,2840430,2610.24,true,200
2,2,25,1,41,322408,6.039,24,101,9022,216552,7337,11.08,true,200
3,3,25,1,42,406151,5.363,24,120,279023,6696576,453904,209.224,true,200
4,3,25,1,38,575983,4.379,24,189,278057,6673392,487371,215.682,true,200
5,2,25,1,29,7.40553e+06,7.727,24,130,14407,345792,14180,15.861,true,200
6,2,17,0,16,12603.6,7.469,24,21,3801,91248,3601,9.452,true,200
7,3,25,1,40,4.68798e+07,6.587,24,206,330948,7942776,600297,256.174,true,200
8,1,15,1,17,1032,1.794,24,1,42,1032,0,1.81,true,200
