Window,Num threads,Num Variables,Num locks,Num unique good writes,Num mmaps,Max stack size,Max seen size,Time taken (sec),Window result
102,4,6,1,8,3,17,580,0.019,true
103,4,6,1,9,3,11,191,0.006,true
104,4,6,1,12,3,16,358,0.011,true
105,4,6,1,11,3,14,163,0.005,true
106,4,5,1,11,3,24,395,0.013,true
107,4,6,1,11,3,12,312,0.009,true
108,3,5,1,9,3,15,270,0.008,true
109,3,5,1,11,3,14,228,0.007,true
110,4,5,1,11,3,16,285,0.008,true
111,4,5,1,10,3,15,372,0.012,true
112,4,6,1,10,3,15,148,0.004,true
113,3,6,1,9,3,15,403,0.012,true
114,3,6,1,9,3,16,494,0.017,true
115,3,6,1,10,3,23,287,0.009,true
116,3,6,1,13,3,24,204,0.006,true
117,3,6,1,9,3,15,275,0.008,true
118,3,6,1,11,3,19,275,0.008,true
119,3,6,1,13,3,17,170,0.005,true
120,3,6,1,12,3,16,281,0.008,true
121,3,6,1,11,3,18,505,0.017,true
122,3,6,1,11,3,22,231,0.007,true
123,3,6,1,9,3,16,280,0.009,true
124,3,6,1,12,3,17,252,0.007,true
125,3,6,1,9,3,16,417,0.013,true
126,3,6,1,12,3,18,258,0.008,true
127,3,6,1,10,3,15,159,0.004,true
128,3,6,1,10,3,18,167,0.005,true
129,3,6,1,11,3,20,549,0.019,true
130,3,6,1,11,3,14,146,0.004,true
131,3,6,1,10,3,14,314,0.009,true
132,3,6,1,12,3,21,406,0.014,true
133,3,6,1,12,3,20,356,0.011,true
134,3,6,1,10,3,13,175,0.005,true
135,3,6,1,12,3,7,98,0.003,true
136,3,6,1,11,3,20,455,0.017,true
137,3,6,1,11,3,13,157,0.004,true
138,3,6,1,12,3,17,365,0.013,true
139,3,6,1,10,3,16,248,0.007,true
140,3,6,1,12,3,16,458,0.016,true
141,3,6,1,12,3,15,182,0.005,true
142,3,6,1,11,3,17,509,0.018,true
143,3,6,1,11,3,17,281,0.009,true
144,3,6,1,13,3,20,444,0.017,true
145,3,6,1,11,3,15,389,0.012,true
146,3,6,1,13,3,15,463,0.016,true
147,3,6,1,12,3,11,243,0.007,true
148,2,6,1,13,3,12,204,0.006,true
149,3,6,1,12,3,12,188,0.005,true
150,3,6,1,9,3,19,188,0.006,true
151,3,6,1,9,3,10,212,0.006,true
152,3,6,1,11,3,10,196,0.006,true
153,3,6,1,9,3,12,243,0.007,true
154,3,6,1,11,3,13,215,0.006,true
155,3,6,1,12,3,12,191,0.006,true
156,3,6,1,10,3,15,227,0.006,true
157,3,6,1,12,3,17,201,0.006,true
158,3,6,1,13,3,12,355,0.012,true
159,3,6,1,12,3,14,256,0.007,true
160,3,6,1,10,3,15,284,0.009,true
161,3,6,1,11,3,18,351,0.012,true
162,3,6,1,13,2,15,182,0.003,true
163,3,6,1,10,2,16,203,0.003,true
164,2,6,1,11,2,8,145,0.003,true
165,3,6,1,11,2,17,423,0.008,true
166,3,6,1,12,2,15,240,0.005,true
167,3,6,1,12,2,10,230,0.004,true
168,3,6,1,13,2,17,476,0.011,true
169,3,6,1,12,2,17,333,0.007,true
170,3,6,1,10,2,15,290,0.006,true
171,3,6,1,11,2,16,190,0.004,true
172,3,5,1,9,2,14,160,0.003,true
173,3,6,1,12,2,13,146,0.003,true
174,3,6,1,10,2,18,276,0.005,true
175,3,6,1,12,2,25,350,0.008,true
176,3,6,1,11,2,13,172,0.003,true
177,3,6,1,12,2,15,451,0.01,true
178,3,6,1,12,2,15,254,0.005,true
179,3,6,1,13,2,20,416,0.009,true
180,3,6,1,12,2,12,307,0.006,true
181,3,6,1,13,2,17,272,0.005,true
182,3,6,1,12,2,12,311,0.006,true
183,3,6,1,12,2,15,579,0.013,true
184,3,6,1,11,4,14,249,0.005,true
185,2,6,1,14,2,18,221,0.004,true
186,3,6,1,10,2,13,287,0.005,true
187,3,6,1,11,2,10,186,0.003,true
188,3,6,1,11,2,13,139,0.002,true
189,3,6,1,12,2,13,149,0.002,true
190,3,6,1,10,2,18,271,0.005,true
191,3,6,1,11,2,17,205,0.004,true
192,3,6,1,11,2,18,313,0.006,true
193,3,6,1,12,2,13,195,0.004,true
194,3,6,1,12,2,10,181,0.003,true
195,3,6,1,10,2,9,182,0.004,true
196,3,6,1,11,2,19,473,0.01,true
197,3,6,1,12,2,20,231,0.004,true
198,3,6,1,11,2,11,215,0.004,true
199,3,6,1,11,2,19,323,0.006,true
200,3,6,1,11,2,8,232,0.004,true
201,3,6,1,11,2,18,329,0.006,true
202,3,6,1,11,2,9,268,0.005,true
203,3,6,1,10,2,15,351,0.007,true
204,3,6,1,10,2,17,266,0.005,true
205,3,6,1,11,2,17,233,0.005,true
206,3,6,1,11,2,14,277,0.006,true
207,3,6,1,12,2,17,242,0.004,true
208,2,6,1,13,2,13,207,0.004,true
209,2,6,1,14,2,10,163,0.003,true
210,2,6,1,13,2,14,157,0.003,true
211,2,6,1,13,2,7,157,0.003,true
212,2,6,1,13,2,10,152,0.002,true
213,2,6,1,12,2,14,198,0.003,true
214,2,6,1,14,4,9,142,0.002,true
215,2,6,1,13,2,10,112,0.001,true
216,2,6,1,12,2,15,163,0.003,true
217,2,6,1,12,2,10,96,0.001,true
218,2,6,1,13,2,11,174,0.003,true
219,2,6,1,13,2,7,120,0.002,true
220,2,6,1,13,2,14,162,0.003,true
221,2,6,1,11,2,11,118,0.002,true
222,2,6,1,13,2,14,150,0.003,true
223,2,6,1,13,2,7,148,0.002,true
224,2,6,1,13,2,14,158,0.003,true
225,2,6,1,13,2,8,136,0.002,true
226,2,6,1,12,2,9,100,0.001,true
227,2,6,1,11,2,7,127,0.002,true
228,2,6,1,12,2,15,166,0.003,true
229,2,6,1,13,2,10,145,0.002,true
230,2,6,1,13,2,12,156,0.003,true
231,2,6,1,12,2,9,145,0.002,true
232,2,6,1,13,2,13,140,0.002,true
233,2,6,1,12,2,9,131,0.002,true
234,2,6,1,11,2,7,157,0.003,true
235,2,6,1,14,2,13,176,0.003,true
236,2,6,1,11,2,10,105,0.002,true
237,2,6,1,14,2,9,157,0.003,true
238,2,6,1,13,2,14,150,0.002,true
239,2,6,1,13,2,11,104,0.002,true
240,2,6,1,12,2,9,130,0.002,true
241,2,6,1,14,2,9,151,0.002,true
242,2,6,1,12,2,13,159,0.003,true
243,2,6,1,12,2,9,99,0.001,true
244,2,6,1,13,2,11,116,0.002,true
245,2,6,1,13,2,8,96,0.001,true
246,2,6,1,13,2,7,117,0.002,true
