Window,Num threads,Num Variables,Num locks,Num unique good writes,Num mmaps,Max stack size,Max seen size,Time taken (sec),Window result
136,3,6,1,14,2,26,607,0.012,true
137,3,6,1,16,2,24,712,0.015,true
138,3,6,1,17,2,24,357,0.007,true
139,2,6,1,16,2,16,293,0.005,true
140,2,6,1,18,2,22,273,0.005,true
141,2,6,1,16,2,13,247,0.004,true
142,2,6,1,18,2,17,283,0.005,true
143,2,6,1,16,2,14,193,0.003,true
144,2,6,1,16,2,21,249,0.004,true
145,2,6,1,18,2,15,260,0.004,true
146,2,6,1,18,2,11,195,0.004,true
147,2,6,1,16,2,15,197,0.003,true
148,2,6,1,18,2,17,227,0.004,true
149,2,6,1,18,2,19,264,0.005,true
150,2,6,1,19,2,10,174,0.003,true
151,2,6,1,15,2,11,182,0.003,true
152,2,6,1,16,2,18,256,0.004,true
153,2,6,1,18,2,18,277,0.005,true
154,2,6,1,15,2,15,216,0.004,true
155,2,6,1,18,2,15,201,0.003,true
156,2,6,1,16,2,12,246,0.004,true
157,2,6,1,16,2,16,217,0.004,true
158,2,6,1,19,2,12,227,0.004,true
159,2,6,1,18,2,21,223,0.003,true
160,2,6,1,17,2,22,254,0.005,true
161,2,6,1,17,2,17,247,0.004,true
162,2,6,1,16,2,16,178,0.003,true
163,2,6,1,17,2,13,146,0.002,true
164,2,6,1,13,2,7,117,0.002,true
