Window,Num threads,Num Variables,Num locks,Num unique good writes,Num mmaps,Max stack size,Max seen size,Time taken (sec),Window result
48,4,5,1,12,3,17,552,0.017,true
49,4,5,1,13,3,17,596,0.018,true
50,4,5,1,10,3,21,1069,0.034,true
51,4,5,1,11,3,22,1311,0.042,true
52,4,5,1,11,3,20,794,0.024,true
53,4,5,1,11,3,22,807,0.026,true
54,4,5,1,12,3,25,736,0.024,true
55,4,5,1,12,3,18,659,0.021,true
56,4,6,1,12,3,18,280,0.008,true
57,3,6,1,15,3,21,746,0.027,true
58,4,6,1,14,3,28,459,0.016,true
59,4,6,1,12,3,21,365,0.012,true
60,4,6,1,12,3,24,676,0.023,true
61,4,5,1,12,3,23,852,0.028,true
62,4,5,1,11,3,21,865,0.028,true
63,4,5,1,12,3,17,560,0.018,true
64,4,5,1,10,3,21,965,0.031,true
65,4,5,1,11,3,17,670,0.02,true
66,4,5,1,11,3,21,1015,0.034,true
67,4,5,1,11,3,20,718,0.024,true
68,4,5,1,12,3,20,598,0.019,true
69,4,5,1,13,3,21,597,0.022,true
70,4,5,1,12,3,21,800,0.025,true
71,4,5,1,11,3,20,456,0.014,true
72,4,5,1,12,3,24,849,0.028,true
73,4,5,1,11,3,23,798,0.027,true
74,4,5,1,12,3,25,456,0.015,true
75,3,5,1,13,3,15,164,0.005,true
76,4,5,1,10,3,20,468,0.015,true
77,4,5,1,12,3,23,751,0.023,true
78,4,5,1,11,3,23,622,0.022,true
79,4,5,1,11,3,23,661,0.022,true
80,4,6,1,13,3,22,588,0.019,true
81,4,6,1,11,3,25,520,0.016,true
82,4,6,1,12,3,22,307,0.01,true
83,4,6,1,14,3,21,384,0.012,true
84,4,6,1,12,3,26,390,0.013,true
85,4,6,1,15,3,23,361,0.012,true
86,4,5,1,11,3,18,486,0.016,true
87,4,5,1,12,3,17,529,0.016,true
88,4,5,1,13,3,19,425,0.013,true
89,4,5,1,12,3,22,678,0.02,true
90,3,6,1,9,3,20,670,0.02,true
91,3,6,1,11,3,19,542,0.018,true
92,3,6,1,12,3,24,391,0.013,true
93,3,6,1,15,3,26,679,0.023,true
94,3,6,1,14,3,15,450,0.013,true
95,3,6,1,14,3,21,392,0.012,true
96,3,6,1,12,3,17,357,0.011,true
97,3,6,1,13,3,27,764,0.025,true
98,3,6,1,13,3,21,444,0.014,true
99,3,6,1,14,3,21,283,0.009,true
100,3,6,1,14,3,24,585,0.019,true
101,3,6,1,14,3,21,500,0.017,true
102,3,6,1,12,3,19,277,0.009,true
103,3,6,1,13,3,25,661,0.022,true
104,3,6,1,13,3,21,212,0.006,true
105,3,6,1,13,3,15,347,0.01,true
106,3,6,1,13,3,28,848,0.03,true
107,3,6,1,12,3,19,428,0.014,true
108,3,6,1,15,3,13,142,0.004,true
109,3,6,1,13,3,16,484,0.017,true
110,3,6,1,15,3,11,204,0.006,true
111,3,6,1,12,3,21,470,0.015,true
112,3,6,1,13,3,16,514,0.018,true
113,3,6,1,13,3,23,318,0.01,true
114,3,6,1,15,3,23,389,0.012,true
115,3,6,1,15,3,24,482,0.016,true
116,3,6,1,12,3,16,505,0.015,true
117,3,6,1,13,2,19,413,0.008,true
118,3,6,1,15,2,13,237,0.005,true
119,3,6,1,14,2,13,232,0.004,true
120,3,6,1,11,2,19,228,0.004,true
121,3,6,1,12,2,18,346,0.006,true
122,3,6,1,13,2,22,492,0.011,true
123,3,6,1,13,2,12,227,0.005,true
124,3,6,1,13,2,12,274,0.005,true
125,3,6,1,14,2,21,401,0.008,true
126,2,6,1,16,2,12,253,0.005,true
127,3,6,1,13,2,21,453,0.009,true
128,3,6,1,13,2,20,487,0.01,true
129,3,6,1,15,2,20,603,0.014,true
130,3,6,1,14,2,21,257,0.005,true
131,3,6,1,13,2,9,340,0.006,true
132,3,6,1,12,2,22,535,0.011,true
133,3,5,1,10,2,19,331,0.007,true
134,3,6,1,15,2,13,232,0.004,true
135,3,6,1,14,2,21,396,0.007,true
136,3,6,1,12,2,20,524,0.01,true
137,3,6,1,15,2,21,439,0.01,true
138,3,6,1,13,2,14,481,0.01,true
139,3,6,1,12,2,15,321,0.006,true
140,3,6,1,14,2,27,424,0.009,true
141,3,6,1,12,2,12,287,0.005,true
142,3,6,1,13,2,21,420,0.008,true
143,3,6,1,14,2,22,436,0.01,true
144,3,6,1,14,2,14,421,0.009,true
145,3,6,1,14,2,22,338,0.007,true
146,3,6,1,15,2,13,261,0.005,true
147,3,6,1,13,4,18,450,0.009,true
148,3,6,1,16,2,26,588,0.013,true
149,3,6,1,11,2,14,398,0.008,true
150,3,6,1,13,2,16,500,0.011,true
151,3,6,1,14,2,12,161,0.003,true
152,3,6,1,13,2,18,341,0.006,true
153,3,6,1,13,2,27,630,0.013,true
154,3,6,1,12,2,21,281,0.005,true
155,3,6,1,14,2,15,311,0.006,true
156,3,6,1,12,2,18,368,0.007,true
157,3,6,1,13,2,20,367,0.007,true
158,3,6,1,14,2,21,483,0.009,true
159,3,6,1,14,2,19,335,0.007,true
160,3,6,1,14,2,11,406,0.008,true
161,3,6,1,13,2,21,402,0.008,true
162,3,6,1,13,2,19,334,0.006,true
163,3,6,1,13,2,17,303,0.006,true
164,3,6,1,12,2,28,572,0.013,true
165,3,6,1,13,2,19,207,0.004,true
166,2,6,1,15,2,23,333,0.006,true
167,2,6,1,15,2,12,203,0.004,true
168,2,6,1,15,2,17,199,0.003,true
169,2,6,1,14,2,9,174,0.003,true
170,2,6,1,15,2,18,220,0.004,true
171,2,6,1,15,4,12,205,0.004,true
172,2,6,1,15,2,10,152,0.002,true
173,2,6,1,14,2,13,178,0.003,true
174,2,6,1,16,2,11,180,0.003,true
175,2,6,1,15,2,14,312,0.005,true
176,2,6,1,16,2,16,198,0.003,true
177,2,6,1,13,2,12,181,0.003,true
178,2,6,1,16,2,10,189,0.003,true
179,2,6,1,15,2,17,186,0.003,true
180,2,6,1,16,2,10,152,0.002,true
181,2,6,1,13,2,11,146,0.003,true
182,2,6,1,14,2,13,176,0.003,true
183,2,6,1,16,2,13,229,0.004,true
184,2,6,1,15,2,15,214,0.004,true
185,2,6,1,13,2,12,153,0.002,true
186,2,6,1,15,2,12,153,0.002,true
187,2,6,1,14,2,8,188,0.003,true
188,2,6,1,16,2,15,237,0.004,true
189,2,6,1,15,2,12,183,0.003,true
190,2,6,1,17,2,10,135,0.002,true
191,2,6,1,15,2,13,147,0.002,true
192,2,6,1,15,2,16,201,0.004,true
193,2,6,1,14,2,14,208,0.004,true
194,2,6,1,14,2,14,182,0.003,true
195,2,6,1,14,2,12,141,0.002,true
196,2,6,1,16,2,10,125,0.002,true
197,2,6,1,10,2,3,39,0,true
